"","Gene_Symbol","Ensembl_ID","PGG_Family","F_Statistic","P_Value","FDR"
"5319","SRSF1","ENST00000474095","pgAmat30352.csv","105.926422777378","7.13833279263022e-24","2.01906165830173e-22"
"10153","FBXL3","ENST00000456357","NA","105.870809851141","7.32493778656981e-24","2.0684571050245e-22"
"4091","TPTE2P1","ENST00000519475","NA","105.836067177649","7.44398640891247e-24","2.0986455647443e-22"
"816","RPA3","ENST00000531444","pgAmat26148.csv","105.807190844848","7.54440728174688e-24","2.12349261633794e-22"
"13017","ST13P15",NA,"NA","105.765833792838","7.69059980260209e-24","2.16112106973283e-22"
"11672","DNAJC9",NA,"NA","105.741401869031","7.77829394717132e-24","2.18221551939959e-22"
"9742","YKT6","ENST00000443510","NA","105.69731915432","7.93906343081189e-24","2.21810987772171e-22"
"5255","HSPD1P16",NA,"NA","105.696208535484","7.94315655982525e-24","2.21810987772171e-22"
"10901","CH17-472G23.4",NA,"NA","105.695778968238","7.94474027490878e-24","2.21810987772171e-22"
"8130","KPNA2",NA,"NA","105.689423428258","7.96820867802192e-24","2.22107390925121e-22"
"11905","BEND7",NA,"NA","105.620379563535","8.22767874003101e-24","2.28970602230621e-22"
"16036","DPP6","ENST00000448968","pgAmat13868.csv","105.612189392347","8.25901410506979e-24","2.29473121806778e-22"
"5568","WDR55",NA,"NA","105.601881988563","8.29861991436413e-24","2.30203450016117e-22"
"9104","PTENP1","ENST00000460165","pgAmat33288.csv","105.500872706495","8.69695653756653e-24","2.40866671285617e-22"
"4172","RP11-266L9.3",NA,"NA","105.228723167619","9.86815122355686e-24","2.72866223112816e-22"
"12522","TSEN15","ENST00000438744","NA","105.097622533614","1.04874936787868e-23","2.89528539547594e-22"
"17066","AC027612.6","ENST00000412502","pgAmat27487.csv","105.075088401205","1.05978050153207e-23","2.92107282734885e-22"
"8679","AQP7P3","ENST00000423098","NA","105.031481749048","1.08145847695681e-23","2.97607729279739e-22"
"9994","ARF5","ENST00000548060","pgAmat28811.csv","104.887321655207","1.1563363269069e-23","3.17707542155884e-22"
"155","MT-ND1","ENST00000504479","pgAmat35451.csv","104.554088963992","1.34990869241293e-23","3.7030352416318e-22"
"15722","RBPJ",NA,"NA","104.456493023082","1.41252192245761e-23","3.86865354420164e-22"
"3120","TFP1",NA,"NA","104.427063232783","1.43196770902887e-23","3.91570663725268e-22"
"9915","DPPA3P3","ENST00000453675","NA","104.401677369069","1.44895678036075e-23","3.95590380382218e-22"
"6014","DONSON","ENST00000522470","NA","104.330910235557","1.49739017800414e-23","4.08168723284977e-22"
"10519","CKAP2","ENST00000599991","NA","104.223779793676","1.57381481419975e-23","4.28325474314962e-22"
"6608","WDR62","ENST00000518356","NA","104.18703201893","1.60092021513475e-23","4.35017345250925e-22"
"4416","UBL5",NA,"NA","104.113659593303","1.65644741025858e-23","4.49399123141111e-22"
"4017","TMEM241",NA,"NA","103.67670223962","2.02947237485034e-23","5.49738896272156e-22"
"10828","RBM8A","ENST00000217515","NA","103.669041994686","2.03671262585846e-23","5.50836738655492e-22"
"7110","C1orf123","ENST00000578182","pgAmat45234.csv","103.655757655667","2.04933001861174e-23","5.53383146588252e-22"
"10020","ZNF192P1",NA,"NA","103.632645224135","2.07146900678035e-23","5.58488726601842e-22"
"862","EEF1A1P14","ENST00000300146","NA","103.602256299165","2.1009430731607e-23","5.65552931314069e-22"
"11788","RP11-632K20.2","ENST00000631385","NA","103.55138403338","2.15122723753316e-23","5.78188322224697e-22"
"16939","RP11-366M4.11",NA,"NA","103.49022357909","2.21327941597791e-23","5.93942466877799e-22"
"15800","AURKA","ENST00000378979","NA","103.258362619737","2.46525077971427e-23","6.60534325194139e-22"
"14886","PLEKHM1","ENST00000431982","NA","103.17422742391","2.56362611710264e-23","6.85829513247179e-22"
"7388","HIBCH","ENST00000361453","NA","103.012512659856","2.76389262920476e-23","7.38262633970892e-22"
"514","RPS4XP22",NA,"NA","102.992934677647","2.7891780396773e-23","7.42798580229092e-22"
"5242","CTD-3107M8.2","ENST00000513810","pgAmat11854.csv","102.992709332283","2.78947042338086e-23","7.42798580229092e-22"
"14101","ACOT7","ENST00000586746","NA","102.914736385257","2.8925056524017e-23","7.69050502843172e-22"
"15825","RPLP0P2","ENST00000605218","pgAmat12190.csv","102.885415393523","2.93223011157843e-23","7.76807480367213e-22"
"4791","STS",NA,"NA","102.883396735937","2.9349850397435e-23","7.76807480367213e-22"
"15834","VDAC1",NA,"NA","102.883264643156","2.93516540145695e-23","7.76807480367213e-22"
"2133","EPCAM","ENST00000513113","pgAmat5232.csv","102.857968110391","2.96991119720088e-23","7.84801304434643e-22"
"978","RCC1",NA,"NA","102.790473271352","3.06464791465277e-23","8.08599164290523e-22"
"3381","CLDN7","ENST00000428790","pgAmat21630.csv","102.6871501236","3.21557193149308e-23","8.47126739635112e-22"
"5893","MAD2L1","ENST00000414817","pgAmat13966.csv","102.485500396327","3.53190646375223e-23","9.29047298425662e-22"
"2505","MT-CYB","ENST00000395535","NA","102.430321550478","3.62377638051253e-23","9.5176448948355e-22"
"12316","NKAPP1",NA,"NA","102.066557573746","4.29234740592212e-23","1.12565019528295e-21"
"944","MRPS16","ENST00000563480","NA","101.882246598953","4.67693492751312e-23","1.22464832450427e-21"
"15635","RP11-46I8.4","ENST00000304813","pgAmat21374.csv","101.850759983928","4.74600618375314e-23","1.24085444580366e-21"
"1336","SSX2IP","ENST00000290702","pgAmat14458.csv","101.748806570278","4.97674835368163e-23","1.2992169946877e-21"
"15184","HNRNPA1P9","ENST00000396326","pgAmat3883.csv","101.660690360633","5.18520942125581e-23","1.35159561414997e-21"
"1959","MYCBP","ENST00000496384","NA","101.648171323303","5.21552774555895e-23","1.35745106172816e-21"
"12137","AC005154.7","ENST00000535708","pgAmat5455.csv","101.616214218553","5.29372851286008e-23","1.37573257382328e-21"
"5115","GSTM2","ENST00000459703","NA","101.556395497487","5.44327938983568e-23","1.41247379001712e-21"
"8666","SNRPD1","ENST00000447781","pgAmat25035.csv","101.495363168839","5.60022775753195e-23","1.4510215308196e-21"
"14041","SMPD4","ENST00000505954","pgAmat3573.csv","101.278724402164","6.19484735281123e-23","1.60268490945035e-21"
"9098","NAA20","ENST00000313116","NA","101.173452952635","6.50623012006208e-23","1.68072748781634e-21"
"9511","KNTC1","ENST00000428428","pgAmat1408.csv","101.092607747987","6.75596743520473e-23","1.7426362569434e-21"
"12890","KIF18B","ENST00000634230","NA","101.053928747325","6.878824244954e-23","1.7716816781117e-21"
"6348","BTG1","ENST00000437762","pgAmat12615.csv","100.942458143084","7.245554929618e-23","1.86335833770325e-21"
"895","RPL12P10",NA,"NA","100.932840238455","7.27810060885102e-23","1.86894702410347e-21"
"15493","PDXDC1","ENST00000529003","pgAmat6041.csv","100.91199505913","7.34914143340379e-23","1.88438964765704e-21"
"9442","PCSK7","ENST00000409900","NA","100.703308221779","8.09979133160244e-23","2.07378657470746e-21"
"4985","RAD1P2","ENST00000481866","pgAmat1880.csv","100.537888147444","8.74902051209616e-23","2.2366948593202e-21"
"10801","CLIC1","ENST00000404779","pgAmat34292.csv","100.524799869635","8.80256148622898e-23","2.24705860568699e-21"
"14228","HMGB3",NA,"NA","100.491562137492","8.9400089407172e-23","2.27877927011025e-21"
"8161","RPL11",NA,"NA","100.324756409084","9.66296045429653e-23","2.45942978749857e-21"
"8792","MAGOHB",NA,"NA","100.306004141036","9.74781266110737e-23","2.4773779177832e-21"
"9063","PRELID1",NA,"NA","100.189195234052","1.0293429532318e-22","2.61220336530867e-21"
"3258","WHAMM","ENST00000592909","pgAmat26743.csv","99.98386555889","1.13277472954766e-22","2.87047109619394e-21"
"3603","GOLGA8B","ENST00000263360","NA","99.9427322997131","1.15471487145154e-22","2.9217836615557e-21"
"5150","EIF4BP3","ENST00000567416","pgAmat22240.csv","99.83637236789","1.21344043440672e-22","3.06588853617206e-21"
"11152","MTX2","ENST00000600260","pgAmat22922.csv","99.736246915935","1.27145543115348e-22","3.20777996513788e-21"
"2706","CCDC137",NA,"NA","99.5633781479156","1.37823645922446e-22","3.47211114990045e-21"
"662","ZNF598",NA,"NA","99.5154933694138","1.40937297427553e-22","3.54538336847593e-21"
"54","BEND3P3","ENST00000401954","pgAmat3883.csv","99.4522712091386","1.45156453735709e-22","3.64621196723914e-21"
"5916","UBE2Q2P6",NA,"NA","99.4357018633883","1.46282991686179e-22","3.669176578114e-21"
"12176","CTB-33G10.1",NA,"NA","99.4318311225493","1.46547420190917e-22","3.67048190686873e-21"
"10317","CDCA8",NA,"NA","99.2205063287599","1.61734898128812e-22","4.04501086752841e-21"
"15865","GPAA1P2","ENST00000589292","pgAmat24377.csv","99.1735083968078","1.65321394664212e-22","4.12873459911403e-21"
"8563","FRMPD2B","ENST00000436287","pgAmat5840.csv","99.1332275484148","1.68458644155864e-22","4.20101340303266e-21"
"11666","TUBA1B",NA,"NA","99.0408010940617","1.7588452730104e-22","4.37987954008151e-21"
"2047","DDA1",NA,"NA","99.006395858826","1.78731775236997e-22","4.44437775488601e-21"
"12755","NHP2","ENST00000320672","NA","98.9454397500451","1.83890129851293e-22","4.56607647139373e-21"
"11780","AHR","ENST00000558187","pgAmat3985.csv","98.8695680606498","1.90519560789064e-22","4.72390107540402e-21"
"15735","SEC13","ENST00000555940","NA","98.8212608667892","1.94864717391741e-22","4.82471639822932e-21"
"2178","OR10A6","ENST00000430768","NA","98.8023435788926","1.96593226889983e-22","4.86054956668481e-21"
"11268","TJP3",NA,"NA","98.6052037266934","2.15546467269438e-22","5.32153435335776e-21"
"14680","PLIN2",NA,"NA","98.5993897623171","2.16132392092812e-22","5.3283880173295e-21"
"4726","RP11-568K15.1","ENST00000433137","pgAmat14397.csv","98.4229788737599","2.34690290528923e-22","5.77766040017214e-21"
"1209","DPP3",NA,"NA","98.233355545374","2.56422348569785e-22","6.30368567280659e-21"
"12025","ARF4",NA,"NA","98.1640057058661","2.64864328701258e-22","6.50196779632833e-21"
"6441","KIF2C",NA,"NA","97.8925914645844","3.00668470045895e-22","7.37042907706831e-21"
"9796","IPPK","ENST00000561489","pgAmat39111.csv","97.8785739373856","3.02644028099202e-22","7.40834857451899e-21"
"7844","RP4-673D20.4",NA,"NA","97.8565362179901","3.05776238059989e-22","7.47443415297417e-21"
"8346","ARF3","ENST00000601857","NA","97.6087177838911","3.43315873359535e-22","8.38020469406706e-21"
"5901","ZNF10","ENST00000456745","NA","97.568663762882","3.49802665891063e-22","8.52650165293278e-21"
"14070","HSF2BP","ENST00000366780","NA","97.5187704470349","3.58054957093923e-22","8.71536023731997e-21"
"13674","RP11-798K23.5","ENST00000475691","pgAmat94.csv","97.2977354573018","3.97024420597574e-22","9.65031791387802e-21"
"12182","TADA1","ENST00000424543","NA","97.2452884688972","4.06878375032782e-22","9.87594392881536e-21"
"16294","H3F3AP4","ENST00000355797","NA","97.2405646261234","4.07777848982103e-22","9.8838945106714e-21"
"788","SRXN1","ENST00000530327","pgAmat2299.csv","97.1554949663135","4.24321387875598e-22","1.02704793070953e-20"
"1777","OR7E28P","ENST00000486325","pgAmat3313.csv","97.1156465040241","4.32300368667214e-22","1.04489719878417e-20"
"11837","CENPI","ENST00000508192","NA","97.0459601481005","4.46616881133836e-22","1.07799342734008e-20"
"11111","EEF1A1P6",NA,"NA","96.9215502031798","4.73367226521131e-22","1.1409668631434e-20"
"774","RP11-510I6.3","ENST00000401029","NA","96.7816406577855","5.05372826107727e-22","1.21641409203255e-20"
"11809","CDK7","ENST00000418934","pgAmat28205.csv","96.4308787927518","5.95472812352146e-22","1.43128805884142e-20"
"12638","CAPZB","ENST00000536883","NA","96.4161257421188","5.99596640887351e-22","1.43919849275211e-20"
"14201","BCL2L12",NA,"NA","96.3040221231268","6.31881436486907e-22","1.5145873766112e-20"
"7960","HIST2H2BD",NA,"NA","96.1072423324279","6.92821341714e-22","1.65835712292262e-20"
"14092","SOCS2","ENST00000514978","NA","96.061300655102","7.07876657563824e-22","1.69205040055574e-20"
"6611","SCAPER",NA,"NA","95.9526653464367","7.44793879251937e-22","1.77783533442431e-20"
"8348","PSME2","ENST00000225655","NA","95.9243863811735","7.54716281274712e-22","1.79903541696408e-20"
"5807","PDRG1","ENST00000382533","NA","95.8567306599808","7.78995819547967e-22","1.85435340956308e-20"
"2644","TRAF6","ENST00000428966","pgAmat26447.csv","95.7080137064311","8.35152012387052e-22","1.98529533398529e-20"
"11178","MAST2",NA,"NA","95.6082889425663","8.75062857418559e-22","2.07731267883345e-20"
"10125","MRPS23","ENST00000604619","pgAmat39693.csv","95.5068401015814","9.17625075042161e-22","2.17536303798061e-20"
"9866","COX6A1","ENST00000392844","NA","95.4136935224942","9.58528273846148e-22","2.26921720939851e-20"
"7625","PDE8B","ENST00000470809","NA","95.4084236609795","9.60896261732025e-22","2.27171124422064e-20"
"7836","MCFD2","ENST00000431305","pgAmat11027.csv","95.2304367469597","1.04441073793771e-21","2.4657795591584e-20"
"5135","FTOP1","ENST00000332831","NA","95.1847450509429","1.06699883179757e-21","2.51567173412356e-20"
"15917","GBA","ENST00000421048","NA","95.1263890971523","1.09656078170661e-21","2.58184787867215e-20"
"900","DCAF13","ENST00000415446","NA","95.04631559958","1.13846450376571e-21","2.67686306858217e-20"
"12668","bP-21264C1.1","ENST00000354915","pgAmat1148.csv","94.9180701957688","1.20894547408621e-21","2.83872223955949e-20"
"7463","TMEM141","ENST00000415208","NA","94.9122437625036","1.21224939240865e-21","2.84261791039435e-20"
"3879","ACTG1","ENST00000414673","pgAmat376.csv","94.7670242912684","1.2975845617329e-21","3.03859842762439e-20"
"11512","PTEN",NA,"NA","94.7269423464721","1.32218025497557e-21","3.09200529993069e-20"
"11349","EFCAB14","ENST00000413933","pgAmat2001.csv","94.6591745267576","1.36483210409291e-21","3.18743627336942e-20"
"4924","HAX1","ENST00000411729","pgAmat24567.csv","94.5093456960073","1.46408891030834e-21","3.41462679459497e-20"
"1669","ARHGAP42",NA,"NA","94.4920285459642","1.47601755669169e-21","3.43780800737814e-20"
"5289","FNDC3A","ENST00000435701","pgAmat1633.csv","94.4115379548837","1.53275311488329e-21","3.56514661257242e-20"
"1992","USF1","ENST00000418701","NA","94.3186805319307","1.60092542676613e-21","3.71870876685112e-20"
"8190","PSMD2","ENST00000489520","pgAmat36972.csv","94.2727619535684","1.63575136324569e-21","3.79450403484724e-20"
"16006","MARK1","ENST00000528416","NA","93.9087162752826","1.94011644305896e-21","4.49451640334382e-20"
"8353","SMG5",NA,"NA","93.7960021649668","2.04540034704518e-21","4.73207614426169e-20"
"15685","P2RX6",NA,"NA","93.5425440615953","2.30353606994408e-21","5.32215379154728e-20"
"9554","FANCD2","ENST00000533053","pgAmat12280.csv","93.3841353704809","2.48119405496527e-21","5.72496604244457e-20"
"7342","MLF2","ENST00000307877","NA","93.2836858032116","2.60089772309458e-21","5.99316192673606e-20"
"6046","DUXAP1",NA,"NA","93.2424558035734","2.65168995320393e-21","6.10206468325836e-20"
"390","ISG20L2","ENST00000317633","NA","93.1795049012967","2.73116431094514e-21","6.27625849173255e-20"
"5061","RPL5P4",NA,"NA","93.176785868952","2.73465029757818e-21","6.27625849173255e-20"
"11829","GGCT",NA,"NA","93.155279948045","2.7623798972644e-21","6.33149196081211e-20"
"15566","SHISA5","ENST00000589943","pgAmat5384.csv","93.119237042233","2.80948654726127e-21","6.43093331255221e-20"
"9242","CH17-13I23.3","ENST00000412645","pgAmat36972.csv","92.9805906182279","2.99831735503793e-21","6.85409001716475e-20"
"11659","CETN2","ENST00000605553","pgAmat3096.csv","92.9323398231","3.06697335233465e-21","7.00177456737747e-20"
"13626","FAM213A",NA,"NA","92.9261742645256","3.07585906147189e-21","7.01279634569356e-20"
"5241","ST13P4",NA,"NA","92.8874314248295","3.13228792931674e-21","7.13204216000685e-20"
"730","PRPF19","ENST00000448269","pgAmat1633.csv","92.7776221888825","3.29792451596568e-21","7.49930677433142e-20"
"523","PRELID2P1",NA,"NA","92.7034899927611","3.41468001658566e-21","7.75459921769164e-20"
"1985","USP21",NA,"NA","92.6839207992483","3.44618577125735e-21","7.81587696835557e-20"
"4488","RAB11FIP1P1",NA,"NA","92.5242080599151","3.71445022294377e-21","8.41325409605692e-20"
"10376","PIGC","ENST00000431333","NA","92.3859859554045","3.96345047029781e-21","8.96549097221031e-20"
"11643","CECR7","ENST00000399438","NA","92.1265683049342","4.47681672498117e-21","1.01135093648529e-19"
"7030","PHF10","ENST00000482276","pgAmat9916.csv","91.8309914325066","5.14343033769951e-21","1.16042771665957e-19"
"11365","NXPE2","ENST00000424132","NA","91.8162249082097","5.17922690758143e-21","1.16698043568217e-19"
"6069","EIF4E2",NA,"NA","91.7978641527153","5.22408483105795e-21","1.17407817720119e-19"
"12211","AIFM1",NA,"NA","91.797770350443","5.2243149998132e-21","1.17407817720119e-19"
"4855","CNIH4",NA,"NA","91.7618460792295","5.31321599907393e-21","1.19250647916878e-19"
"7871","UBE2C",NA,"NA","91.7585146761973","5.32153655032401e-21","1.19282483349805e-19"
"7707","ENY2",NA,"NA","91.7234249570396","5.4099739340973e-21","1.21107732550608e-19"
"5178","ATP5J2","ENST00000593466","NA","91.5593896313617","5.84333083191785e-21","1.3063964222148e-19"
"17159","EIF4B","ENST00000381697","NA","91.5431848832647","5.8879852547973e-21","1.31467908492774e-19"
"12040","MCTS1",NA,"NA","91.4272615496727","6.21755751060149e-21","1.38647521158987e-19"
"14021","TUBB",NA,"NA","91.3753741887938","6.371001925845e-21","1.41886153714502e-19"
"9245","RBX1",NA,"NA","91.3331444890558","6.49868244631332e-21","1.4454341060127e-19"
"6725","IGHV1OR15-4",NA,"NA","91.1459448227108","7.09626745590289e-21","1.57429645921584e-19"
"15331","RP11-361C13.1","ENST00000341449","NA","91.1459448227108","7.09626745590289e-21","1.57429645921584e-19"
"1270","AC132008.1",NA,"NA","91.0092111533987","7.56727065082614e-21","1.67663553060997e-19"
"9099","PCGF1",NA,"NA","90.9468366020786","7.79241227445183e-21","1.72430818088446e-19"
"13007","ACP1","ENST00000429711","NA","90.8966722269666","7.9783410123348e-21","1.76319295876176e-19"
"10302","GINS2",NA,"NA","90.8754273516443","8.05841650820922e-21","1.77861499482595e-19"
"11142","UBFD1",NA,"NA","90.857106942929","8.12811547993128e-21","1.79171035362465e-19"
"13235","DTWD1","ENST00000217958","NA","90.7255918531587","8.64650820592404e-21","1.90355356451948e-19"
"4187","PPP1R11","ENST00000376215","NA","90.401142859279","1.00715316667177e-20","2.21445560132589e-19"
"9693","PSMG3","ENST00000557325","NA","90.3919212795359","1.01153033601007e-20","2.2212537823286e-19"
"9416","PPP1R14B",NA,"NA","90.2715123989822","1.07046455406361e-20","2.34768634813799e-19"
"4284","RRM2","ENST00000422332","pgAmat4035.csv","89.8491540623235","1.30574763044725e-20","2.86006724326862e-19"
"2017","OR10AB1P","ENST00000443450","pgAmat41711.csv","89.837932128325","1.31266016296521e-20","2.87156872612212e-19"
"17120","MTFR2",NA,"NA","89.8315024473983","1.31663725283483e-20","2.87662768691423e-19"
"5169","NDUFB3",NA,"NA","89.7830059468361","1.34702637213764e-20","2.93930678829328e-19"
"11011","TMEM198B",NA,"NA","89.7320964348851","1.37968391324097e-20","3.00642414164974e-19"
"1506","NAGK",NA,"NA","89.7296636841141","1.38126418728729e-20","3.00642414164974e-19"
"350","ARHGAP23",NA,"NA","89.610653943112","1.4608264139007e-20","3.1755977465449e-19"
"5087","RNF145","ENST00000398959","NA","89.5818873776914","1.48073718514213e-20","3.2148366876415e-19"
"2704","RPS18P9","ENST00000603171","NA","89.5078974289115","1.53320734226467e-20","3.32457832986424e-19"
"5687","RP11-296E7.1","ENST00000413713","pgAmat2651.csv","89.4870301597193","1.54833938059503e-20","3.35318310469214e-19"
"14658","ENOPH1","ENST00000440415","pgAmat14099.csv","89.4738394617755","1.55798179631505e-20","3.36984247858783e-19"
"3952","DPY19L2","ENST00000442865","pgAmat16289.csv","89.395556505079","1.61645755631788e-20","3.49195243603571e-19"
"11333","PDIA3P1","ENST00000502492","NA","89.3486969693591","1.65250757925054e-20","3.56537278209837e-19"
"13578","TXN",NA,"NA","89.1970470389029","1.77478964724852e-20","3.82442826480659e-19"
"222","RPS6P16","ENST00000523909","pgAmat27602.csv","89.0367410458357","1.91392320801575e-20","4.1191059627557e-19"
"13419","KRT19","ENST00000493052","pgAmat22499.csv","89.021394452435","1.92780302684806e-20","4.14381740173983e-19"
"4742","PMS2P1","ENST00000533722","pgAmat24567.csv","88.748673829499","2.19198257704471e-20","4.70581899335237e-19"
"3964","PPIL1","ENST00000569492","pgAmat23014.csv","88.6714926709099","2.27312842122706e-20","4.87397089027867e-19"
"3708","RABL6","ENST00000349841","NA","88.5798670237561","2.37337725152229e-20","5.08261532352022e-19"
"1740","ALYREF","ENST00000562383","NA","88.3554252804428","2.63806020027598e-20","5.6424450966794e-19"
"10329","PSMA4","ENST00000611819","NA","88.2401884064819","2.7852505584316e-20","5.94990113112668e-19"
"2045","ZSCAN16","ENST00000622166","pgAmat14840.csv","88.1953645598068","2.84470150048825e-20","6.06939892980716e-19"
"2043","UBE2Q2L","ENST00000526931","pgAmat12857.csv","88.0556659073527","3.03826736846974e-20","6.47439416299556e-19"
"3824","RPS23P1","ENST00000431768","NA","88.0503087105069","3.0459474676048e-20","6.48276651910667e-19"
"2374","BCL9","ENST00000372454","NA","87.8577300889093","3.33533605935979e-20","7.08994806615694e-19"
"4542","RP11-506K19.1",NA,"NA","87.7906732673356","3.44244055032412e-20","7.30863115364882e-19"
"6816","KLF3","ENST00000305850","NA","87.7632800505263","3.48717873060486e-20","7.39453040764579e-19"
"5450","ZNF341",NA,"NA","87.6847490173888","3.61868951214696e-20","7.66399413589751e-19"
"4694","PSMD10",NA,"NA","87.5079981956775","3.93314920395138e-20","8.31979002970475e-19"
"1170","TRMT112",NA,"NA","87.4720020150643","4.00047178903416e-20","8.45185250098879e-19"
"15877","SNX29",NA,"NA","87.4249788999248","4.09016002941137e-20","8.63078701200089e-19"
"3321","NOP56","ENST00000415641","NA","87.4036793508622","4.13144539346917e-20","8.70727308413832e-19"
"2687","TXNL4A",NA,"NA","87.356427031293","4.22453227542945e-20","8.89261471181142e-19"
"16375","AURKB",NA,"NA","87.3215518518792","4.29458145966832e-20","9.02907016861166e-19"
"2038","RPL7P19","ENST00000603719","pgAmat18241.csv","87.1977451546143","4.5527883407345e-20","9.56030232133338e-19"
"12716","ISCA1","ENST00000633135","NA","87.1377884379165","4.68336592982204e-20","9.82256432028937e-19"
"8640","EIF5A","ENST00000465083","pgAmat23181.csv","87.1096111598828","4.74602181054039e-20","9.94190896118291e-19"
"7708","ATXN7L3","ENST00000473049","pgAmat2729.csv","87.0496263524358","4.88221707325815e-20","1.0214827537536e-18"
"13590","VKORC1",NA,"NA","87.0049004332058","4.98630939372513e-20","1.0419999872111e-18"
"7302","TUFM","ENST00000610931","pgAmat10075.csv","86.9948844147357","5.00992311970909e-20","1.04538757589296e-18"
"3392","DBF4","ENST00000486333","NA","86.992898624811","5.01461810215982e-20","1.04538757589296e-18"
"187","DNMT3A","ENST00000355257","NA","86.9751627763289","5.05674677718271e-20","1.05289997353339e-18"
"10348","THOC3","ENST00000434672","pgAmat11511.csv","86.8511123010851","5.36149167216844e-20","1.1150096158654e-18"
"13387","BRI3BP","ENST00000499810","NA","86.5159028650236","6.28021770070716e-20","1.3045038738416e-18"
"3026","SNRPEP4",NA,"NA","86.2464604142312","7.13184962299119e-20","1.47962335155503e-18"
"9003","PAICS","ENST00000309594","NA","85.9727095059837","8.11570875146516e-20","1.68172276550145e-18"
"6812","KIAA1462","ENST00000423021","pgAmat17245.csv","85.8004233861963","8.80350374655606e-20","1.82206169758062e-18"
"16872","SSBP1","ENST00000529511","pgAmat3883.csv","85.6934656278649","9.25957673199948e-20","1.91416274022028e-18"
"7770","WDR59",NA,"NA","85.5657903887502","9.83509040404057e-20","2.03070528509712e-18"
"14537","IER3IP1","ENST00000442927","NA","85.5529164430473","9.89507461856581e-20","2.04065250069277e-18"
"2058","RNF181",NA,"NA","85.2816309574841","1.1247928920259e-19","2.31688566865215e-18"
"599","NREP","ENST00000371276","NA","85.22130444426","1.15731141267625e-19","2.38103045641321e-18"
"1027","SPCS1","ENST00000507441","NA","85.2004623308075","1.1687637558358e-19","2.40173308303856e-18"
"1191","ADH5P4",NA,"NA","85.0619258284773","1.24782723717138e-19","2.56115799439379e-18"
"10626","SCD",NA,"NA","84.8328033473374","1.3905232546083e-19","2.8506551466359e-18"
"12285","NME4",NA,"NA","84.7809723857834","1.42500732894711e-19","2.91788822972321e-18"
"12290","NDUFB4",NA,"NA","84.7129748132357","1.47155012451941e-19","3.00962476354371e-18"
"8938","RDM1",NA,"NA","84.7023270515117","1.47897495331199e-19","3.02123465048909e-18"
"14240","RP11-424C20.2",NA,"NA","84.6778050723764","1.49621753752366e-19","3.05284905354e-18"
"9550","CTD-2311M21.2","ENST00000618042","pgAmat35655.csv","84.6167957300974","1.53999512805358e-19","3.13846648620542e-18"
"1339","HSPA5","ENST00000448467","pgAmat20351.csv","84.4790807861027","1.64358959855366e-19","3.34564375055411e-18"
"13845","MARC2",NA,"NA","84.4258615781793","1.68546865114792e-19","3.42685520342805e-18"
"3416","OR2A13P","ENST00000606252","pgAmat11362.csv","84.4079866818795","1.69977321360205e-19","3.45187787044308e-18"
"2478","DCTN5","ENST00000492525","pgAmat26868.csv","84.3302306988094","1.76342714722347e-19","3.57446873006264e-18"
"3185","CCT7","ENST00000455196","pgAmat8122.csv","84.3292128693253","1.76427602519583e-19","3.57446873006264e-18"
"7845","SYNGR2","ENST00000603327","NA","84.2365228404042","1.84332172437563e-19","3.73024426705616e-18"
"12637","PTMA","ENST00000461286","NA","84.03367526675","2.02891112758258e-19","4.10101077273476e-18"
"5761","LRRC2","ENST00000583992","pgAmat11951.csv","83.9863596831651","2.07482773455858e-19","4.18892206876652e-18"
"9936","EIF3LP2","ENST00000523947","pgAmat1445.csv","83.9703807104333","2.09056827137385e-19","4.21577606369695e-18"
"6135","MSANTD2",NA,"NA","83.9629218187459","2.09795676725233e-19","4.22166746190069e-18"
"7808","ZNF28",NA,"NA","83.9624999952055","2.09837539044826e-19","4.22166746190069e-18"
"14042","MND1",NA,"NA","83.8535219967834","2.20937917587992e-19","4.43982452529731e-18"
"2856","CHAF1B","ENST00000441561","NA","83.8001195730371","2.26590338311786e-19","4.54812337596317e-18"
"15950","CELSR1","ENST00000372902","NA","83.7909092642161","2.27579757940133e-19","4.56268373169534e-18"
"14598","RP11-848P1.9",NA,"NA","83.7478896669471","2.32258784307836e-19","4.65109653581462e-18"
"6447","GNG5","ENST00000556014","pgAmat1256.csv","83.7139451526525","2.36018694532763e-19","4.72092023022593e-18"
"1686","CNTNAP3P1","ENST00000423668","NA","83.5092748463926","2.60017520772171e-19","5.19493964622504e-18"
"9562","TMEM258","ENST00000436141","NA","83.4143363444536","2.71965295063977e-19","5.42737208925596e-18"
"3124","CCT8",NA,"NA","83.3116680550383","2.85505718681239e-19","5.68839687253723e-18"
"2841","BANF1","ENST00000466133","pgAmat28967.csv","83.3086813980169","2.85909565856354e-19","5.68839687253723e-18"
"4867","TSTD1",NA,"NA","83.307771700893","2.86032686161026e-19","5.68839687253723e-18"
"12424","ZNF331",NA,"NA","83.2782714744082","2.9005423176439e-19","5.76174394638183e-18"
"8715","SCDP1",NA,"NA","83.2603913083888","2.92519224776002e-19","5.79798833482589e-18"
"5219","UNGP3","ENST00000486397","pgAmat39388.csv","83.2601703988738","2.9254981066822e-19","5.79798833482589e-18"
"12602","MFAP2",NA,"NA","83.1883760485305","3.02661731639991e-19","5.99152353516875e-18"
